"Table 8: Stores Ranked by Total Dollar Sales, RY 2013–14"														
Transaction Avg. Value of														
Rank Store12 City Address Count Transaction Dollar Sales		store_text	text2	Store Number	LicenseeOrFulfillmentCenter	test	test	test	text	text2	AvgVal_text	AvgValueOfTransaction	DollarSales	TransactionCount
257	"1512 Malvern Lincoln Court Shopping Ctr 215 Lancaster Ave 98,180 $29.83 $2,928,741.66"	1512 	"1512 Malvern Lincoln Court Shopping Ctr 215 Lancaster Ave 98,180 $29.83 $2,928,741.66"	1512 	0				"$29.83 $2,928,741.66"	"$2,928,741.66"	$29.83	$29.83	"$2,928,741.66"	98181.08146
258	"4102 Williamsport Hepburn Ctr 449 Hepburn St 90,292 $32.37 $2,922,373.94"	4102 	"4102 Williamsport Hepburn Ctr 449 Hepburn St 90,292 $32.37 $2,922,373.94"	4102 	0				"$32.37 $2,922,373.94"	"$2,922,373.94"	$32.37	$32.37	"$2,922,373.94"	90280.31943
259	"263 Pittsburgh 418 E Ohio St 151,933 $19.18 $2,914,494.59"	263 	"263 Pittsburgh 418 E Ohio St 151,933 $19.18 $2,914,494.59"	263 	0				"$19.18 $2,914,494.59"	"$2,914,494.59"	$19.18	$19.18	"$2,914,494.59"	151954.8796
260	"4605 Cheltenham Melrose Shopping Ctr 103 W Cheltenham Ave 121,519 $23.97 $2,913,273.30"	4605 	"4605 Cheltenham Melrose Shopping Ctr 103 W Cheltenham Ave 121,519 $23.97 $2,913,273.30"	4605 	0				"$23.97 $2,913,273.30"	"$2,913,273.30"	$23.97	$23.97	"$2,913,273.30"	121538.3104
261	"4024 Pittston 140 Laurel Plz 101,202 $28.71 $2,905,027.36"	4024 	"4024 Pittston 140 Laurel Plz 101,202 $28.71 $2,905,027.36"	4024 	0				"$28.71 $2,905,027.36"	"$2,905,027.36"	$28.71	$28.71	"$2,905,027.36"	101185.2093
262	"4615 East Greenville 26 E Fourth St 95,599 $30.33 $2,899,245.62"	4615 	"4615 East Greenville 26 E Fourth St 95,599 $30.33 $2,899,245.62"	4615 	0				"$30.33 $2,899,245.62"	"$2,899,245.62"	$30.33	$30.33	"$2,899,245.62"	95590.03033
263	"4006 Luzerne Luzerne Shopping Ctr 468 Union St 106,895 $27.11 $2,897,715.51"	4006 	"4006 Luzerne Luzerne Shopping Ctr 468 Union St 106,895 $27.11 $2,897,715.51"	4006 	0				"$27.11 $2,897,715.51"	"$2,897,715.51"	$27.11	$27.11	"$2,897,715.51"	106887.3298
264	"3907 Allentown The Shops At Cedar Pt 333 S Cedar Crest Blvd 90,179 $32.00 $2,885,900.35"	3907 	"3907 Allentown The Shops At Cedar Pt 333 S Cedar Crest Blvd 90,179 $32.00 $2,885,900.35"	3907 	0				"$32.00 $2,885,900.35"	"$2,885,900.35"	$32.00	$32.00	"$2,885,900.35"	90184.38594
265	"4815 Easton Forks Town Ctr 341 Town Ctr Blvd 112,019 $25.73 $2,882,179.04"	4815 	"4815 Easton Forks Town Ctr 341 Town Ctr Blvd 112,019 $25.73 $2,882,179.04"	4815 	0				"$25.73 $2,882,179.04"	"$2,882,179.04"	$25.73	$25.73	"$2,882,179.04"	112016.286
266	"917 Southampton 500 S Second St Pike 90,105 $31.73 $2,859,058.99"	917 	"917 Southampton 500 S Second St Pike 90,105 $31.73 $2,859,058.99"	917 	0				"$31.73 $2,859,058.99"	"$2,859,058.99"	$31.73	$31.73	"$2,859,058.99"	90105.86165
267	"2312 Lansdowne 920 Baltimore Ave 136,812 $20.82 $2,848,507.22"	2312 	"2312 Lansdowne 920 Baltimore Ave 136,812 $20.82 $2,848,507.22"	2312 	0				"$20.82 $2,848,507.22"	"$2,848,507.22"	$20.82	$20.82	"$2,848,507.22"	136815.9087
268	"2109 Camp Hill Harrisburg West Sc 3441 Simpson Ferry Rd 97,789 $29.09 $2,844,265.70"	2109 	"2109 Camp Hill Harrisburg West Sc 3441 Simpson Ferry Rd 97,789 $29.09 $2,844,265.70"	2109 	0				"$29.09 $2,844,265.70"	"$2,844,265.70"	$29.09	$29.09	"$2,844,265.70"	97774.6889
269	"927 Pipersville Plumstead Sq Shopping Ctr 5837 Easton Rd 95,291 $29.79 $2,839,134.60"	927 	"927 Pipersville Plumstead Sq Shopping Ctr 5837 Easton Rd 95,291 $29.79 $2,839,134.60"	927 	0				"$29.79 $2,839,134.60"	"$2,839,134.60"	$29.79	$29.79	"$2,839,134.60"	95304.95468
270	"5158 Philadelphia Mckeown Shopping Ctr 6824 Rising Sun Ave 135,514 $20.91 $2,833,908.90"	5158 	"5158 Philadelphia Mckeown Shopping Ctr 6824 Rising Sun Ave 135,514 $20.91 $2,833,908.90"	5158 	0				"$20.91 $2,833,908.90"	"$2,833,908.90"	$20.91	$20.91	"$2,833,908.90"	135528.8809
271	"203 Pittsburgh Braddock Hills Shopping Ct 230 Yost Blvd 99,626 $28.38 $2,827,734.91"	203 	"203 Pittsburgh Braddock Hills Shopping Ct 230 Yost Blvd 99,626 $28.38 $2,827,734.91"	203 	0				"$28.38 $2,827,734.91"	"$2,827,734.91"	$28.38	$28.38	"$2,827,734.91"	99638.29845
272	"9108 Philadelphia Pennypack Circle Shopping Ctr 8204 E. Roosevelt Blvd. 112,323 $25.11 $2,819,947.93"	9108 	"9108 Philadelphia Pennypack Circle Shopping Ctr 8204 E. Roosevelt Blvd. 112,323 $25.11 $2,819,947.93"	9108 	0				"$25.11 $2,819,947.93"	"$2,819,947.93"	$25.11	$25.11	"$2,819,947.93"	112303.7806
273	"3604 Ephrata 31 W Main St 104,632 $26.75 $2,799,412.09"	3604 	"3604 Ephrata 31 W Main St 104,632 $26.75 $2,799,412.09"	3604 	0				"$26.75 $2,799,412.09"	"$2,799,412.09"	$26.75	$26.75	"$2,799,412.09"	104650.9193
274	"3921 Allentown Airport Plz Shopping Ctr 1247 Airport Rd 79,194 $35.16 $2,784,293.63"	3921 	"3921 Allentown Airport Plz Shopping Ctr 1247 Airport Rd 79,194 $35.16 $2,784,293.63"	3921 	0				"$35.16 $2,784,293.63"	"$2,784,293.63"	$35.16	$35.16	"$2,784,293.63"	79189.23862
275	"5152 Philadelphia Erie Plz 3772 L St 120,457 $23.07 $2,779,166.72"	5152 	"5152 Philadelphia Erie Plz 3772 L St 120,457 $23.07 $2,779,166.72"	5152 	0				"$23.07 $2,779,166.72"	"$2,779,166.72"	$23.07	$23.07	"$2,779,166.72"	120466.6979
276	"4201 Bradford 38 Davis St 90,014 $30.87 $2,778,539.61"	4201 	"4201 Bradford 38 Davis St 90,014 $30.87 $2,778,539.61"	4201 	0				"$30.87 $2,778,539.61"	"$2,778,539.61"	$30.87	$30.87	"$2,778,539.61"	90007.7619
277	"4026 Edwardsville 26 Gateway Shopping Ctr, Ste B 103,361 $26.80 $2,769,972.73"	4026 	"4026 Edwardsville 26 Gateway Shopping Ctr, Ste B 103,361 $26.80 $2,769,972.73"	4026 	0				"$26.80 $2,769,972.73"	"$2,769,972.73"	$26.80	$26.80	"$2,769,972.73"	103357.1914
278	"280 Pittsburgh 2800 Robinson Blvd 131,528 $21.04 $2,767,583.69"	280 	"280 Pittsburgh 2800 Robinson Blvd 131,528 $21.04 $2,767,583.69"	280 	0				"$21.04 $2,767,583.69"	"$2,767,583.69"	$21.04	$21.04	"$2,767,583.69"	131539.1488
279	"3803 Palmyra Palmyra Shopping Ctr 901 E Main St, Ste 12 100,257 $27.60 $2,767,141.08"	3803 	"3803 Palmyra Palmyra Shopping Ctr 901 E Main St, Ste 12 100,257 $27.60 $2,767,141.08"	3803 	0				"$27.60 $2,767,141.08"	"$2,767,141.08"	$27.60	$27.60	"$2,767,141.08"	100258.7348
280	"608 Sinking Spring Springtown Shopping Ctr 2671 Shillington Rd 98,935 $27.85 $2,755,276.21"	608 	"608 Sinking Spring Springtown Shopping Ctr 2671 Shillington Rd 98,935 $27.85 $2,755,276.21"	608 	0				"$27.85 $2,755,276.21"	"$2,755,276.21"	$27.85	$27.85	"$2,755,276.21"	98932.71849
281	"5501 Selinsgrove 517 N Market St 87,904 $31.17 $2,739,926.03"	5501 	"5501 Selinsgrove 517 N Market St 87,904 $31.17 $2,739,926.03"	5501 	0				"$31.17 $2,739,926.03"	"$2,739,926.03"	$31.17	$31.17	"$2,739,926.03"	87902.66378
282	"1520 Glenmoore Ludwigs Village Shopping Ctr 2910 Conestoga Rd 73,042 $37.38 $2,730,147.05"	1520 	"1520 Glenmoore Ludwigs Village Shopping Ctr 2910 Conestoga Rd 73,042 $37.38 $2,730,147.05"	1520 	0				"$37.38 $2,730,147.05"	"$2,730,147.05"	$37.38	$37.38	"$2,730,147.05"	73037.64179
283	"288 Pittsburgh 530-A Caste Village Sc 86,358 $31.59 $2,728,210.60"	288 	"288 Pittsburgh 530-A Caste Village Sc 86,358 $31.59 $2,728,210.60"	288 	0				"$31.59 $2,728,210.60"	"$2,728,210.60"	$31.59	$31.59	"$2,728,210.60"	86363.10858
284	"6507 Ligonier 613 W Main St 62,085 $43.74 $2,715,806.16"	6507 	"6507 Ligonier 613 W Main St 62,085 $43.74 $2,715,806.16"	6507 	0				"$43.74 $2,715,806.16"	"$2,715,806.16"	$43.74	$43.74	"$2,715,806.16"	62089.76132
285	"6525 Greensburg 6041 Rte 30, Ste 55 95,601 $28.30 $2,705,156.35"	6525 	"6525 Greensburg 6041 Rte 30, Ste 55 95,601 $28.30 $2,705,156.35"	6525 	0				"$28.30 $2,705,156.35"	"$2,705,156.35"	$28.30	$28.30	"$2,705,156.35"	95588.5636
286	"3708 New Castle 2410 Wilmington Rd 94,467 $28.61 $2,702,412.58"	3708 	"3708 New Castle 2410 Wilmington Rd 94,467 $28.61 $2,702,412.58"	3708 	0				"$28.61 $2,702,412.58"	"$2,702,412.58"	$28.61	$28.61	"$2,702,412.58"	94456.92345
287	"1118 Johnstown Geistown Shopping Ctr 2451 Bedford St 86,485 $31.22 $2,699,672.46"	1118 	"1118 Johnstown Geistown Shopping Ctr 2451 Bedford St 86,485 $31.22 $2,699,672.46"	1118 	0				"$31.22 $2,699,672.46"	"$2,699,672.46"	$31.22	$31.22	"$2,699,672.46"	86472.53235
288	"4813 Bethlehem 30 E 4th St 96,006 $28.11 $2,698,469.01"	4813 	"4813 Bethlehem 30 E 4th St 96,006 $28.11 $2,698,469.01"	4813 	0				"$28.11 $2,698,469.01"	"$2,698,469.01"	$28.11	$28.11	"$2,698,469.01"	95996.76307
289	"4805 Northampton 1910 Ctr St 99,877 $26.98 $2,695,096.43"	4805 	"4805 Northampton 1910 Ctr St 99,877 $26.98 $2,695,096.43"	4805 	0				"$26.98 $2,695,096.43"	"$2,695,096.43"	$26.98	$26.98	"$2,695,096.43"	99892.38065
290	"404 East Rochester Rochester Plz 730 Ohio River Blvd 92,323 $29.18 $2,694,148.88"	404 	"404 East Rochester Rochester Plz 730 Ohio River Blvd 92,323 $29.18 $2,694,148.88"	404 	0				"$29.18 $2,694,148.88"	"$2,694,148.88"	$29.18	$29.18	"$2,694,148.88"	92328.61138
291	"933 Holicong Buckingham Green 4950 Old York Rd 63,317 $42.39 $2,684,015.93"	933 	"933 Holicong Buckingham Green 4950 Old York Rd 63,317 $42.39 $2,684,015.93"	933 	0				"$42.39 $2,684,015.93"	"$2,684,015.93"	$42.39	$42.39	"$2,684,015.93"	63317.1958
292	"209 Pittsburgh 4104 Butler St 83,790 $31.91 $2,673,989.05"	209 	"209 Pittsburgh 4104 Butler St 83,790 $31.91 $2,673,989.05"	209 	0				"$31.91 $2,673,989.05"	"$2,673,989.05"	$31.91	$31.91	"$2,673,989.05"	83797.83924
293	"4625 King Of Prussia Valley Forge Shopping Ctr 109 Town Ctr Rd 99,707 $26.66 $2,658,163.17"	4625 	"4625 King Of Prussia Valley Forge Shopping Ctr 109 Town Ctr Rd 99,707 $26.66 $2,658,163.17"	4625 	0				"$26.66 $2,658,163.17"	"$2,658,163.17"	$26.66	$26.66	"$2,658,163.17"	99706.04539
294	"4810 Bethlehem Bethlehem Sq Sc 3926 Nazareth Pike, Unit 11 98,877 $26.87 $2,656,441.49"	4810 	"4810 Bethlehem Bethlehem Sq Sc 3926 Nazareth Pike, Unit 11 98,877 $26.87 $2,656,441.49"	4810 	0				"$26.87 $2,656,441.49"	"$2,656,441.49"	$26.87	$26.87	"$2,656,441.49"	98862.72758
295	"9206 Mckees Rocks Kenmawr Plz 510 Pine Hollow Rd 96,863 $27.31 $2,645,191.69"	9206 	"9206 Mckees Rocks Kenmawr Plz 510 Pine Hollow Rd 96,863 $27.31 $2,645,191.69"	9206 	0				"$27.31 $2,645,191.69"	"$2,645,191.69"	$27.31	$27.31	"$2,645,191.69"	96857.98938
296	"218 Pittsburgh 2947 W Liberty Ave 90,368 $29.22 $2,640,164.41"	218 	"218 Pittsburgh 2947 W Liberty Ave 90,368 $29.22 $2,640,164.41"	218 	0				"$29.22 $2,640,164.41"	"$2,640,164.41"	$29.22	$29.22	"$2,640,164.41"	90354.7026
297	"1119 Johnstown 1735 Lyter Dr 83,751 $31.50 $2,638,443.03"	1119 	"1119 Johnstown 1735 Lyter Dr 83,751 $31.50 $2,638,443.03"	1119 	0				"$31.50 $2,638,443.03"	"$2,638,443.03"	$31.50	$31.50	"$2,638,443.03"	83760.09619
298	"1518 West Chester The Marketplace Shopping Ctr 1502 W Chester Pike 99,943 $26.38 $2,636,418.32"	1518 	"1518 West Chester The Marketplace Shopping Ctr 1502 W Chester Pike 99,943 $26.38 $2,636,418.32"	1518 	0				"$26.38 $2,636,418.32"	"$2,636,418.32"	$26.38	$26.38	"$2,636,418.32"	99940.04246
299	"935 Jamison Warwick Sq Shop Ctr 2395 Old York Rd 80,922 $32.43 $2,623,980.05"	935 	"935 Jamison Warwick Sq Shop Ctr 2395 Old York Rd 80,922 $32.43 $2,623,980.05"	935 	0				"$32.43 $2,623,980.05"	"$2,623,980.05"	$32.43	$32.43	"$2,623,980.05"	80912.11995
300	"1521 Downingtown Brandywine Village Shopping Ctr 1239 Horseshoe Pike, Rt 322 90,129 $29.03 $2,616,270.65"	1521 	"1521 Downingtown Brandywine Village Shopping Ctr 1239 Horseshoe Pike, Rt 322 90,129 $29.03 $2,616,270.65"	1521 	0				"$29.03 $2,616,270.65"	"$2,616,270.65"	$29.03	$29.03	"$2,616,270.65"	90122.99862
301	"3510 Peckville Plz 1500 1531 Main St 88,772 $29.46 $2,615,288.19"	3510 	"3510 Peckville Plz 1500 1531 Main St 88,772 $29.46 $2,615,288.19"	3510 	0				"$29.46 $2,615,288.19"	"$2,615,288.19"	$29.46	$29.46	"$2,615,288.19"	88774.20876
302	"5145 Philadelphia 5235 Frankford Ave 177,333 $14.69 $2,604,802.83"	5145 	"5145 Philadelphia 5235 Frankford Ave 177,333 $14.69 $2,604,802.83"	5145 	0				"$14.69 $2,604,802.83"	"$2,604,802.83"	$14.69	$14.69	"$2,604,802.83"	177318.096
303	"3610 Denver Muddy Creek Shoppes 2350 N Reading Rd, St 11 79,626 $32.30 $2,571,651.81"	3610 	"3610 Denver Muddy Creek Shoppes 2350 N Reading Rd, St 11 79,626 $32.30 $2,571,651.81"	3610 	0				"$32.30 $2,571,651.81"	"$2,571,651.81"	$32.30	$32.30	"$2,571,651.81"	79617.7031
304	"2206 Middletown Midtown Plz 430 E Main St 101,473 $25.30 $2,567,473.49"	2206 	"2206 Middletown Midtown Plz 430 E Main St 101,473 $25.30 $2,567,473.49"	2206 	0				"$25.30 $2,567,473.49"	"$2,567,473.49"	$25.30	$25.30	"$2,567,473.49"	101481.1656
305	"2217 Harrisburg Swatara Sq 6301 Grayson Rd, Ste A118 100,172 $25.60 $2,564,604.08"	2217 	"2217 Harrisburg Swatara Sq 6301 Grayson Rd, Ste A118 100,172 $25.60 $2,564,604.08"	2217 	0				"$25.60 $2,564,604.08"	"$2,564,604.08"	$25.60	$25.60	"$2,564,604.08"	100179.8469
306	"6302 Canonsburg 43 E Pike St 89,413 $28.67 $2,563,605.72"	6302 	"6302 Canonsburg 43 E Pike St 89,413 $28.67 $2,563,605.72"	6302 	0				"$28.67 $2,563,605.72"	"$2,563,605.72"	$28.67	$28.67	"$2,563,605.72"	89417.7091
307	"285 Allison Park Hampton Plz 4706 William Flynn Hwy, Ste 8 78,396 $32.70 $2,563,490.76"	285 	"285 Allison Park Hampton Plz 4706 William Flynn Hwy, Ste 8 78,396 $32.70 $2,563,490.76"	285 	0				"$32.70 $2,563,490.76"	"$2,563,490.76"	$32.70	$32.70	"$2,563,490.76"	78394.21284
308	"1515 Exton Marchwood Shopping Ctr 23 Marchwood Rd 83,923 $30.41 $2,552,342.54"	1515 	"1515 Exton Marchwood Shopping Ctr 23 Marchwood Rd 83,923 $30.41 $2,552,342.54"	1515 	0				"$30.41 $2,552,342.54"	"$2,552,342.54"	$30.41	$30.41	"$2,552,342.54"	83931.02729
309	"3504 Childs 529 Main St 80,104 $31.81 $2,548,483.95"	3504 	"3504 Childs 529 Main St 80,104 $31.81 $2,548,483.95"	3504 	0				"$31.81 $2,548,483.95"	"$2,548,483.95"	$31.81	$31.81	"$2,548,483.95"	80115.81107
310	"916 Bristol Bristol Park 238 Commerce Cir 109,793 $23.18 $2,545,295.12"	916 	"916 Bristol Bristol Park 238 Commerce Cir 109,793 $23.18 $2,545,295.12"	916 	0				"$23.18 $2,545,295.12"	"$2,545,295.12"	$23.18	$23.18	"$2,545,295.12"	109805.6566
311	"2201 Harrisburg Kline Village Shopping Ctr 29 Kline Village 120,399 $21.08 $2,537,739.04"	2201 	"2201 Harrisburg Kline Village Shopping Ctr 29 Kline Village 120,399 $21.08 $2,537,739.04"	2201 	0				"$21.08 $2,537,739.04"	"$2,537,739.04"	$21.08	$21.08	"$2,537,739.04"	120386.1025
312	"2309 Brookhaven 4117 Edgmont Ave 114,324 $22.12 $2,528,710.44"	2309 	"2309 Brookhaven 4117 Edgmont Ave 114,324 $22.12 $2,528,710.44"	2309 	0				"$22.12 $2,528,710.44"	"$2,528,710.44"	$22.12	$22.12	"$2,528,710.44"	114317.8318
313	"6601 Tunkhannock 2 Village Ctr 82,867 $30.51 $2,528,575.44"	6601 	"6601 Tunkhannock 2 Village Ctr 82,867 $30.51 $2,528,575.44"	6601 	0				"$30.51 $2,528,575.44"	"$2,528,575.44"	$30.51	$30.51	"$2,528,575.44"	82876.94002
314	"5189 Philadelphia 2807 S Front St 85,720 $29.40 $2,520,412.25"	5189 	"5189 Philadelphia 2807 S Front St 85,720 $29.40 $2,520,412.25"	5189 	0				"$29.40 $2,520,412.25"	"$2,520,412.25"	$29.40	$29.40	"$2,520,412.25"	85728.30782
315	"2511 Erie 737 E 38th St 98,398 $25.55 $2,514,303.47"	2511 	"2511 Erie 737 E 38th St 98,398 $25.55 $2,514,303.47"	2511 	0				"$25.55 $2,514,303.47"	"$2,514,303.47"	$25.55	$25.55	"$2,514,303.47"	98407.18082
316	"6708 New Cumberland Fairview Ctr 128 Old York Rd 96,137 $26.15 $2,513,614.99"	6708 	"6708 New Cumberland Fairview Ctr 128 Old York Rd 96,137 $26.15 $2,513,614.99"	6708 	0				"$26.15 $2,513,614.99"	"$2,513,614.99"	$26.15	$26.15	"$2,513,614.99"	96122.94417
317	"264 Pittsburgh Shaler Plz, Ste 7 880 Butler St 85,283 $29.43 $2,509,825.92"	264 	"264 Pittsburgh Shaler Plz, Ste 7 880 Butler St 85,283 $29.43 $2,509,825.92"	264 	0				"$29.43 $2,509,825.92"	"$2,509,825.92"	$29.43	$29.43	"$2,509,825.92"	85281.20693
318	"9213 Pittsburgh 2356 Golden Mile Hwy 93,004 $26.96 $2,507,404.93"	9213 	"9213 Pittsburgh 2356 Golden Mile Hwy 93,004 $26.96 $2,507,404.93"	9213 	0				"$26.96 $2,507,404.93"	"$2,507,404.93"	$26.96	$26.96	"$2,507,404.93"	93004.6339
319	"1901 Berwick 35 Briar Creek Rd 83,379 $30.01 $2,502,514.74"	1901 	"1901 Berwick 35 Briar Creek Rd 83,379 $30.01 $2,502,514.74"	1901 	0				"$30.01 $2,502,514.74"	"$2,502,514.74"	$30.01	$30.01	"$2,502,514.74"	83389.36155
320	"4035 Mountaintop Weis Markets Sc 223 South Mountain Blvd, Ste 2 80,420 $31.05 $2,497,235.27"	4035 	"4035 Mountaintop Weis Markets Sc 223 South Mountain Blvd, Ste 2 80,420 $31.05 $2,497,235.27"	4035 	0				"$31.05 $2,497,235.27"	"$2,497,235.27"	$31.05	$31.05	"$2,497,235.27"	80426.25668
321	"2601 Uniontown 111 W Fayette St 77,585 $32.05 $2,486,502.68"	2601 	"2601 Uniontown 111 W Fayette St 77,585 $32.05 $2,486,502.68"	2601 	0				"$32.05 $2,486,502.68"	"$2,486,502.68"	$32.05	$32.05	"$2,486,502.68"	77581.9869
322	"2518 Edinboro Washington Towne Ctr 140 Washington Towne Blvd 85,890 $28.89 $2,481,257.31"	2518 	"2518 Edinboro Washington Towne Ctr 140 Washington Towne Blvd 85,890 $28.89 $2,481,257.31"	2518 	0				"$28.89 $2,481,257.31"	"$2,481,257.31"	$28.89	$28.89	"$2,481,257.31"	85886.37279
323	"921 Yardley Yardley Shopping Ctr 25 S Main St 64,888 $37.99 $2,465,035.52"	921 	"921 Yardley Yardley Shopping Ctr 25 S Main St 64,888 $37.99 $2,465,035.52"	921 	0				"$37.99 $2,465,035.52"	"$2,465,035.52"	$37.99	$37.99	"$2,465,035.52"	64886.43117
324	"282 White Oak Oak Park Mall 2001 Lincoln Way 91,285 $26.80 $2,446,761.22"	282 	"282 White Oak Oak Park Mall 2001 Lincoln Way 91,285 $26.80 $2,446,761.22"	282 	0				"$26.80 $2,446,761.22"	"$2,446,761.22"	$26.80	$26.80	"$2,446,761.22"	91297.06045
325	"3602 Lancaster 252 N Queen St, 1st Fl 127,441 $19.15 $2,440,790.17"	3602 	"3602 Lancaster 252 N Queen St, 1st Fl 127,441 $19.15 $2,440,790.17"	3602 	0				"$19.15 $2,440,790.17"	"$2,440,790.17"	$19.15	$19.15	"$2,440,790.17"	127456.4057
326	"5108 Philadelphia 3250 N Broad St 138,519 $17.62 $2,440,384.89"	5108 	"5108 Philadelphia 3250 N Broad St 138,519 $17.62 $2,440,384.89"	5108 	0				"$17.62 $2,440,384.89"	"$2,440,384.89"	$17.62	$17.62	"$2,440,384.89"	138500.8451
327	"5180 Philadelphia 3521 Cottman Ave 110,905 $21.97 $2,436,562.56"	5180 	"5180 Philadelphia 3521 Cottman Ave 110,905 $21.97 $2,436,562.56"	5180 	0				"$21.97 $2,436,562.56"	"$2,436,562.56"	$21.97	$21.97	"$2,436,562.56"	110904.0765
328	"1002 Harmony 9 Northgate Plz, Unit 5 86,911 $28.03 $2,435,936.67"	1002 	"1002 Harmony 9 Northgate Plz, Unit 5 86,911 $28.03 $2,435,936.67"	1002 	0				"$28.03 $2,435,936.67"	"$2,435,936.67"	$28.03	$28.03	"$2,435,936.67"	86904.62611
329	"4903 Sunbury Sunbury Plz 1135 N. 4th St 80,144 $30.22 $2,421,987.39"	4903 	"4903 Sunbury Sunbury Plz 1135 N. 4th St 80,144 $30.22 $2,421,987.39"	4903 	0				"$30.22 $2,421,987.39"	"$2,421,987.39"	$30.22	$30.22	"$2,421,987.39"	80145.18167
330	"6703 Hanover Grandview Plz Complex 1446 Baltimore St, Unit G 84,335 $28.69 $2,419,281.45"	6703 	"6703 Hanover Grandview Plz Complex 1446 Baltimore St, Unit G 84,335 $28.69 $2,419,281.45"	6703 	0				"$28.69 $2,419,281.45"	"$2,419,281.45"	$28.69	$28.69	"$2,419,281.45"	84324.90241
331	"3603 Columbia Columbia Shopping Ctr 36 S 18th St 96,519 $25.06 $2,418,413.34"	3603 	"3603 Columbia Columbia Shopping Ctr 36 S 18th St 96,519 $25.06 $2,418,413.34"	3603 	0				"$25.06 $2,418,413.34"	"$2,418,413.34"	$25.06	$25.06	"$2,418,413.34"	96504.92179
332	"5183 Philadelphia 2913 N.22nd St 145,525 $16.56 $2,409,467.14"	5183 	"5183 Philadelphia 2913 N.22nd St 145,525 $16.56 $2,409,467.14"	5183 	0				"$16.56 $2,409,467.14"	"$2,409,467.14"	$16.56	$16.56	"$2,409,467.14"	145499.2234
333	"5401 Pottsville 530 Pottsville Park Plz, Rte 61 N 87,699 $27.36 $2,399,561.95"	5401 	"5401 Pottsville 530 Pottsville Park Plz, Rte 61 N 87,699 $27.36 $2,399,561.95"	5401 	0				"$27.36 $2,399,561.95"	"$2,399,561.95"	$27.36	$27.36	"$2,399,561.95"	87703.28765
334	"6702 Etters 150 Newberry Commons 85,517 $27.96 $2,391,144.20"	6702 	"6702 Etters 150 Newberry Commons 85,517 $27.96 $2,391,144.20"	6702 	0				"$27.96 $2,391,144.20"	"$2,391,144.20"	$27.96	$27.96	"$2,391,144.20"	85520.17883
335	"3101 Huntingdon 7657 Lake Raystown Sc 83,155 $28.64 $2,381,237.85"	3101 	"3101 Huntingdon 7657 Lake Raystown Sc 83,155 $28.64 $2,381,237.85"	3101 	0				"$28.64 $2,381,237.85"	"$2,381,237.85"	$28.64	$28.64	"$2,381,237.85"	83143.77968
336	"4642 Huntingdon Valley Marketplace At Huntingdon 2080 County Line Rd 79,050 $30.08 $2,377,885.23"	4642 	"4642 Huntingdon Valley Marketplace At Huntingdon 2080 County Line Rd 79,050 $30.08 $2,377,885.23"	4642 	0				"$30.08 $2,377,885.23"	"$2,377,885.23"	$30.08	$30.08	"$2,377,885.23"	79052.03557
337	"3609 Mount Joy Mount Joy Sq 921 E Main St 87,051 $27.31 $2,376,965.16"	3609 	"3609 Mount Joy Mount Joy Sq 921 E Main St 87,051 $27.31 $2,376,965.16"	3609 	0				"$27.31 $2,376,965.16"	"$2,376,965.16"	$27.31	$27.31	"$2,376,965.16"	87036.4394
338	"3902 Schnecksville 5041 Rt 873 86,492 $27.30 $2,361,319.36"	3902 	"3902 Schnecksville 5041 Rt 873 86,492 $27.30 $2,361,319.36"	3902 	0				"$27.30 $2,361,319.36"	"$2,361,319.36"	$27.30	$27.30	"$2,361,319.36"	86495.21465
339	"1005 Butler 110 Bon Aire Plz 84,554 $27.78 $2,348,588.06"	1005 	"1005 Butler 110 Bon Aire Plz 84,554 $27.78 $2,348,588.06"	1005 	0				"$27.78 $2,348,588.06"	"$2,348,588.06"	$27.78	$27.78	"$2,348,588.06"	84542.40677
340	"308 Kittanning Franklin Village Shopping Ctr 13 Franklin Village Mall 80,134 $29.17 $2,337,836.00"	308 	"308 Kittanning Franklin Village Shopping Ctr 13 Franklin Village Mall 80,134 $29.17 $2,337,836.00"	308 	0				"$29.17 $2,337,836.00"	"$2,337,836.00"	$29.17	$29.17	"$2,337,836.00"	80145.21769
341	"289 Pittsburgh Perry Shops 7920 Perry Hwy 56,424 $41.27 $2,328,848.76"	289 	"289 Pittsburgh Perry Shops 7920 Perry Hwy 56,424 $41.27 $2,328,848.76"	289 	0				"$41.27 $2,328,848.76"	"$2,328,848.76"	$41.27	$41.27	"$2,328,848.76"	56429.57984
342	"234 Pittsburgh West View Sc 1012 West View Park Dr 95,042 $24.49 $2,327,754.48"	234 	"234 Pittsburgh West View Sc 1012 West View Park Dr 95,042 $24.49 $2,327,754.48"	234 	0				"$24.49 $2,327,754.48"	"$2,327,754.48"	$24.49	$24.49	"$2,327,754.48"	95049.18252
343	"2006 Meadville 19017 Park Ave Plz 70,168 $33.10 $2,322,784.25"	2006 	"2006 Meadville 19017 Park Ave Plz 70,168 $33.10 $2,322,784.25"	2006 	0				"$33.10 $2,322,784.25"	"$2,322,784.25"	$33.10	$33.10	"$2,322,784.25"	70174.75076
344	"923 Warminster 864 E St Rd 74,605 $31.04 $2,315,788.60"	923 	"923 Warminster 864 E St Rd 74,605 $31.04 $2,315,788.60"	923 	0				"$31.04 $2,315,788.60"	"$2,315,788.60"	$31.04	$31.04	"$2,315,788.60"	74606.59149
